#Written	by	Robertson	Geologging	WinLogger	V1.0/370					
~VERSION	INFORMATION									
#------------------------------------------------------------------------------										
	VERS.	2	:	CWLS	LOG	ASCII	STANDARD	-	VERSION	2
	WRAP.	NO	:	ONE	LINE	PER	DEPTH	STEP		
~WELL	INFORMATION									
#MNEM.UNIT	DATA	DESCRIPTION	OF	MNEMONIC						
#------------------------------------------------------------------------------										
	STRT.M	0.06	:	START	DEPTH					
	STOP.M	253.12	:	STOP	DEPTH					
	STEP.M	0.01	:	STEP	VALUE					
	NULL.	-999.25	:	NULL	VALUE					
	COMP.	WHITE	YOUN	GREEN	:	COMPANY	NAME			
	WELL.	MAINSFORTH	SHAFT	:	WELL	NAME				
	FLD.	MAINSFORTH	:	FIELD	NAME					
	LOC.	N/A	:	LOCATION						
	PROV.	N/A	:	PROVINCE		
	SRVC.	N/A	:	SERVICE	COMPANY	NAME
	DATE.	15	Dec	6	:	DATE
	UWI.	N/A	:	UNIQUE	WELL	IDENTIFIER
~PARAMETER	INFORMATION					
#MNEMO.UNIT	VALUE	DESCRIPTION	OF	MNEMONIC		
#------------------------------------------------------------------------------						
~OTHER	INFORMATION	SECTION				
#------------------------------------------------------------------------------						
	lLOGGING	DOWN				
~CURVE	INFORMATION					
#MNEMO.UNIT	API	CODE	CURVE	DESCRIPTION		
#------------------------------------------------------------------------------						
	DEPTH.M	:	0	Depth		
	TEMP.DegC	:	1	Temperature		
	CN25.mS/cm	:	2	Conductivity@25DegC		
	COND.mS/cm	:	3	Conductivity			
	DELT.DegC	:	4	Delta	T		
	DELC.mS/cm	:	5	Delta	C		
	NGAM.CPS	:	6	Natural	Gamma		
#------------------------------------------------------------------------------							
~A	DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
	147.52	12.21	9.77	2.74	0	-0.01	0.82
	147.53	12.22	9.77	2.74	0	0	0.82
	147.54	12.22	9.77	2.74	0	0	0.82
	147.55	12.22	9.77	2.74	0	0	0.82
	147.56	12.22	9.77	2.74	0	0	0.82
	147.57	12.22	9.77	2.74	0	0.01	0.82
	147.58	12.22	9.77	2.74	0	0	0.82
	147.59	12.22	9.77	2.74	0	0	0.82
	147.6	12.22	9.76	2.74	0	0	0.82
	147.61	12.22	9.76	2.74	0	0	0.82
	147.62	12.22	9.76	2.74	0.01	0	0.82
	147.63	12.22	9.76	2.74	0.01	0	0.41
	147.64	12.22	9.76	2.74	0.01	-0.01	0.41
	147.65	12.23	9.76	2.74	0.01	-0.01	0.41
	147.66	12.23	9.76	2.74	0	-0.01	0
	147.67	12.23	9.76	2.74	0	0	0
	147.68	12.23	9.76	2.74	0	0	0
	147.69	12.23	9.76	2.74	0	0	0
	147.7	12.22	9.76	2.74	0	0	0
	147.71	12.22	9.76	2.74	0	0	0
	147.72	12.22	9.76	2.74	0	0	0
	147.73	12.22	9.76	2.74	0	0	0
	147.74	12.22	9.76	2.74	0	0	0
	147.75	12.22	9.76	2.74	0	0	0
	147.76	12.22	9.77	2.74	0	0.01	0
	147.77	12.22	9.77	2.74	0	0.01	0
	147.78	12.22	9.77	2.74	0	0	0
	147.79	12.21	9.77	2.74	0	0	0
	147.8	12.21	9.77	2.74	0	-0.01	0
	147.81	12.22	9.77	2.74	0	-0.01	0
	147.82	12.22	9.77	2.74	0.01	0	0
	147.83	12.22	9.77	2.74	0.01	0	0
	147.84	12.21	9.77	2.74	0	0	0
	147.85	12.21	9.77	2.74	0	-0.01	0
	147.86	12.21	9.77	2.74	0	-0.01	0
	147.87	12.22	9.77	2.74	0.01	-0.01	0
	147.88	12.22	9.77	2.74	0.01	-0.01	0
	147.89	12.22	9.77	2.74	0.01	-0.01	0
	147.9	12.22	9.77	2.74	0.01	-0.01	0
	147.91	12.22	9.77	2.74	0.01	-0.01	0
	147.92	12.22	9.76	2.74	0.01	-0.01	0
	147.93	12.22	9.76	2.74	0.01	-0.01	0
	147.94	12.22	9.77	2.74	0.01	-0.01	0
	147.95	12.22	9.77	2.74	0.01	-0.01	0
	147.96	12.22	9.77	2.74	0	0	0
	147.97	12.22	9.77	2.74	0	0	0
	147.98	12.22	9.77	2.74	0	0	0
	147.99	12.22	9.77	2.74	0	-0.01	0
	148	12.22	9.77	2.74	0	-0.01	0
	148.01	12.22	9.76	2.74	0	-0.01	0
	148.02	12.22	9.76	2.74	0	0	0
	148.03	12.22	9.76	2.74	0	0	0
	148.04	12.23	9.76	2.74	0	0	0
	148.05	12.23	9.76	2.74	0	0	0
	148.06	12.23	9.75	2.74	0	-0.01	0
	148.07	12.23	9.75	2.74	0	-0.01	0
	148.08	12.23	9.75	2.74	0	-0.01	0
	148.09	12.23	9.75	2.74	0	0	0
	148.1	12.23	9.76	2.74	0	0.01	0
	148.11	12.23	9.76	2.74	0	0.01	0
	148.12	12.22	9.76	2.74	0	0.01	0
	148.13	12.22	9.76	2.74	0	0	0
	148.14	12.22	9.76	2.74	0	0	0
	148.15	12.22	9.76	2.74	0	0	0
	148.16	12.22	9.76	2.74	-0.01	0.01	0
	148.17	12.22	9.77	2.74	-0.01	0.01	0
	148.18	12.22	9.77	2.74	-0.01	0.01	0
	148.19	12.22	9.77	2.74	0	0.01	0
	148.2	12.22	9.76	2.74	0	0	0
	148.21	12.22	9.76	2.74	0	-0.01	0
	148.22	12.22	9.76	2.74	0	0	0
	148.23	12.22	9.76	2.74	0.01	-0.01	0
	148.24	12.22	9.77	2.74	0.01	0	0
	148.25	12.22	9.77	2.74	0.01	0	0
	148.26	12.22	9.76	2.74	0.01	-0.01	0
	148.27	12.22	9.76	2.74	0.01	-0.01	0
	148.28	12.22	9.76	2.74	0.01	-0.01	0
	148.29	12.22	9.76	2.74	0.01	-0.01	0
	148.3	12.22	9.76	2.74	0.01	-0.01	0
	148.31	12.22	9.77	2.74	0.01	0	0
	148.32	12.22	9.77	2.74	0.01	0	0
	148.33	12.22	9.76	2.74	0.01	-0.01	0
	148.34	12.22	9.76	2.74	0	-0.01	0
	148.35	12.22	9.76	2.74	0	-0.01	0
	148.36	12.22	9.76	2.74	0	0	0
	148.37	12.22	9.77	2.74	0	0.01	0
	148.38	12.22	9.77	2.74	0	0.01	0
	148.39	12.22	9.77	2.74	0	0.01	0
	148.4	12.22	9.76	2.74	-0.01	0	0
	148.41	12.22	9.76	2.74	-0.01	0	0
	148.42	12.22	9.76	2.74	-0.01	0	0
	148.43	12.22	9.76	2.74	-0.01	0.01	0
	148.44	12.22	9.77	2.74	-0.01	0.01	0
	148.45	12.22	9.77	2.74	-0.01	0.01	0
	148.46	12.22	9.77	2.74	0	0.01	0
	148.47	12.22	9.76	2.74	0	0	0
	148.48	12.22	9.76	2.74	0	-0.01	0
	148.49	12.22	9.76	2.74	0.01	-0.01	0
	148.5	12.22	9.76	2.74	0.01	-0.01	0
	148.51	12.22	9.76	2.74	0.01	-0.01	0
	148.52	12.23	9.76	2.74	0.01	-0.01	0
	148.53	12.23	9.76	2.74	0.01	-0.01	0
	148.54	12.23	9.76	2.74	0.01	-0.02	0
	148.55	12.23	9.76	2.74	0.01	-0.02	0.47
	148.56	12.23	9.75	2.74	0.01	-0.02	0.47
	148.57	12.23	9.76	2.74	0.01	-0.01	0.47
	148.58	12.23	9.76	2.74	0.01	-0.01	0.47
	148.59	12.23	9.76	2.74	0.01	0	0.47
	148.6	12.23	9.76	2.74	0	0	0.47
	148.61	12.23	9.76	2.74	0	-0.01	0.47
	148.62	12.22	9.76	2.74	0	-0.01	0.47
	148.63	12.22	9.76	2.74	0	0	0.47
	148.64	12.22	9.76	2.74	0	0	0.47
	148.65	12.22	9.77	2.74	0	0.01	0.47
	148.66	12.22	9.77	2.74	-0.01	0.01	0.47
	148.67	12.22	9.77	2.74	-0.01	0.01	0.47
	148.68	12.22	9.77	2.74	0	0	0.47
	148.69	12.22	9.76	2.74	0	0	0.47
	148.7	12.22	9.76	2.74	0	0	0.47
	148.71	12.22	9.76	2.74	0	0	0.47
	148.72	12.22	9.77	2.74	0	0.01	0
	148.73	12.22	9.77	2.74	0	0	0
	148.74	12.22	9.77	2.74	0	0	0
	148.75	12.22	9.76	2.74	0.01	-0.01	0
	148.76	12.23	9.76	2.74	0.01	-0.01	0
	148.77	12.23	9.76	2.74	0.01	-0.01	0
	148.78	12.23	9.75	2.74	0.01	-0.02	0
	148.79	12.23	9.76	2.74	0.01	-0.01	0
	148.8	12.23	9.76	2.74	0.01	-0.01	0
	148.81	12.23	9.76	2.74	0.01	-0.01	0
	148.82	12.23	9.76	2.74	0.01	-0.01	0
	148.83	12.23	9.75	2.74	0.01	-0.02	0
	148.84	12.23	9.76	2.74	0.01	-0.01	0
	148.85	12.23	9.76	2.74	0.01	-0.01	0
	148.86	12.22	9.76	2.74	0.01	-0.01	0
	148.87	12.22	9.76	2.74	0	0	0
	148.88	12.22	9.77	2.74	0	0	0.47
	148.89	12.22	9.77	2.74	0	0	0.47
	148.9	12.22	9.77	2.74	0	0	0.47
	148.91	12.22	9.77	2.74	0	0	0.47
	148.92	12.22	9.77	2.74	0	0	0.47
	148.93	12.22	9.77	2.74	0	0	0.47
	148.94	12.21	9.77	2.74	0	0.01	0.47
	148.95	12.21	9.77	2.74	0	0	0.47
	148.96	12.21	9.78	2.74	0	0	0.47
	148.97	12.21	9.77	2.74	0	0	0.47
	148.98	12.21	9.77	2.74	0	0	0.47
	148.99	12.21	9.77	2.74	0	0	0.47
	149	12.22	9.77	2.74	0	0	0.47
	149.01	12.22	9.77	2.74	0	0.01	0.47
	149.02	12.22	9.77	2.74	0	0	0.47
	149.03	12.22	9.77	2.74	0	0	0.47
	149.04	12.22	9.76	2.74	0	0	0.47
	149.05	12.22	9.76	2.74	-0.01	0.01	0
	149.06	12.22	9.76	2.74	-0.01	0.01	0
	149.07	12.23	9.76	2.74	0	0	0
	149.08	12.23	9.76	2.74	0	0.01	0
	149.09	12.23	9.76	2.74	0	0	0
	149.1	12.23	9.76	2.74	0	0	0
	149.11	12.22	9.76	2.74	0	0	0
	149.12	12.22	9.76	2.74	0	0	0
	149.13	12.22	9.76	2.74	0	0	0
	149.14	12.22	9.76	2.74	0	0	0
	149.15	12.22	9.77	2.74	0	0	0
	149.16	12.22	9.77	2.74	0	0	0
	149.17	12.22	9.77	2.74	0.01	-0.01	0
	149.18	12.22	9.77	2.74	0	0	0
	149.19	12.22	9.76	2.74	0	0	0
	149.2	12.22	9.76	2.74	0	0	0
	149.21	12.22	9.76	2.74	0	0	0
	149.22	12.22	9.76	2.74	0	0	0
	149.23	12.22	9.76	2.74	0	0	0
	149.24	12.22	9.76	2.74	0	0	0
	149.25	12.22	9.76	2.74	0	0	0
	149.26	12.22	9.76	2.74	0	0	0
	149.27	12.22	9.76	2.74	0	0	0
	149.28	12.22	9.76	2.74	0	0	0
	149.29	12.22	9.76	2.74	0	0	0
	149.3	12.22	9.77	2.74	0	0	0
	149.31	12.22	9.77	2.74	0	0	0
	149.32	12.22	9.77	2.74	0	0.01	0
	149.33	12.22	9.77	2.74	0	0.01	0
	149.34	12.22	9.77	2.74	0	0	0
	149.35	12.22	9.77	2.74	0	0	0
	149.36	12.22	9.77	2.74	0	0	0
	149.37	12.22	9.77	2.74	0	0	0
	149.38	12.22	9.77	2.74	0	0	0
	149.39	12.22	9.77	2.74	0	0.01	0.47
	149.4	12.22	9.77	2.74	0	0	0.94
	149.41	12.22	9.76	2.74	0	0	0.94
	149.42	12.22	9.76	2.74	0.01	-0.01	0.94
	149.43	12.23	9.76	2.74	0.01	-0.01	0.94
	149.44	12.23	9.76	2.74	0.01	-0.01	0.94
	149.45	12.23	9.76	2.74	0.01	-0.01	1.41
	149.46	12.23	9.76	2.74	0.01	0	1.41
	149.47	12.22	9.76	2.74	0	0	1.41
	149.48	12.22	9.76	2.74	0	0	1.41
	149.49	12.22	9.76	2.74	0	0	1.41
	149.5	12.22	9.76	2.74	0	0	1.41
	149.51	12.22	9.76	2.74	0	0	1.41
	149.52	12.22	9.76	2.74	0	0	1.41
	149.53	12.22	9.76	2.74	0	0.01	1.41
	149.54	12.22	9.76	2.74	0	0.01	1.41
	149.55	12.23	9.76	2.74	0	0.01	1.41
	149.56	12.23	9.76	2.74	0	0	1.41
	149.57	12.23	9.76	2.74	0	0	0.94
	149.58	12.23	9.76	2.74	0	-0.01	0.94
	149.59	12.23	9.76	2.74	0	0	0.94
	149.6	12.23	9.76	2.74	0	0	0.94
	149.61	12.23	9.76	2.74	0	0	0.94
	149.62	12.23	9.76	2.74	0.01	0	0.47
	149.63	12.23	9.75	2.74	0.01	-0.01	0.47
	149.64	12.23	9.75	2.74	0.01	-0.01	0.47
	149.65	12.23	9.75	2.74	0.01	-0.01	0.47
	149.66	12.23	9.75	2.74	0.01	-0.01	0.94
	149.67	12.23	9.76	2.74	0.01	-0.01	0.94
	149.68	12.23	9.75	2.74	0.01	-0.01	0.94
	149.69	12.23	9.75	2.74	0.01	-0.01	0.94
	149.7	12.23	9.75	2.74	0.01	-0.01	0.94
	149.71	12.23	9.75	2.74	0.01	-0.02	0.94
	149.72	12.23	9.75	2.74	0.01	-0.02	0.94
	149.73	12.23	9.75	2.74	0.01	-0.02	0.47
	149.74	12.23	9.75	2.74	0.01	-0.01	0.47
	149.75	12.23	9.75	2.74	0.01	0	0.47
	149.76	12.23	9.75	2.74	0.01	0	0.47
	149.77	12.23	9.76	2.74	0	0	0.47
	149.78	12.23	9.75	2.74	0	0	0.47
	149.79	12.23	9.75	2.74	0	-0.01	0.47
	149.8	12.23	9.75	2.74	0	-0.01	0.47
	149.81	12.23	9.76	2.74	0	0	0.47
	149.82	12.22	9.76	2.74	0	0.01	0.47
	149.83	12.22	9.76	2.74	0	0.01	0
	149.84	12.22	9.77	2.74	-0.01	0.01	0.47
	149.85	12.22	9.76	2.74	-0.01	0.01	0.47
	149.86	12.22	9.76	2.74	0	0	0.47
	149.87	12.22	9.76	2.74	0	0	0.47
	149.88	12.22	9.76	2.74	0	-0.01	0.47
	149.89	12.22	9.77	2.74	0	0	0.47
	149.9	12.22	9.77	2.74	0	0	0.47
	149.91	12.22	9.77	2.74	0	0	0.47
	149.92	12.22	9.77	2.74	0	0	0.47
	149.93	12.22	9.76	2.74	0.01	-0.01	0.47
	149.94	12.22	9.76	2.74	0.01	-0.01	0.47
	149.95	12.22	9.76	2.74	0.01	-0.02	0.47
	149.96	12.22	9.76	2.74	0.01	-0.01	0.94
	149.97	12.22	9.77	2.74	0.01	0	0.94
	149.98	12.22	9.77	2.74	0.01	0	0.94
	149.99	12.22	9.77	2.74	0	0	0.94
	150	12.22	9.76	2.74	0	-0.01	0.94
	150.01	12.22	9.76	2.74	0	0	0.47
	150.02	12.22	9.76	2.74	0	0	0.47
	150.03	12.22	9.76	2.74	0	0	0.47
	150.04	12.22	9.77	2.74	0	0.01	0.47
	150.05	12.22	9.76	2.74	0	0	0.47
	150.06	12.23	9.76	2.74	0	0	0.47
	150.07	12.23	9.76	2.74	0	0	0.47
	150.08	12.23	9.75	2.74	0	-0.01	0.47
	150.09	12.23	9.75	2.74	0	-0.01	0.47
	150.1	12.23	9.75	2.74	0	0	0.47
	150.11	12.23	9.76	2.74	0	0	0.47
	150.12	12.23	9.76	2.74	0	0	0.47
	150.13	12.23	9.76	2.74	0	0	0
	150.14	12.23	9.76	2.74	0	0	0
	150.15	12.22	9.76	2.74	0	0	0.47
	150.16	12.22	9.76	2.74	0	-0.01	0.47
	150.17	12.22	9.76	2.74	0	-0.01	0.47
	150.18	12.22	9.76	2.74	0	0	0.47
	150.19	12.22	9.76	2.74	0	0	0.47
	150.2	12.23	9.76	2.74	0	0	0.47
	150.21	12.23	9.76	2.74	0	0	0.47
	150.22	12.23	9.76	2.74	0	0	0.47
	150.23	12.23	9.75	2.74	0.01	-0.01	0.47
	150.24	12.23	9.75	2.74	0.01	-0.01	0.47
	150.25	12.23	9.75	2.74	0.01	-0.01	0.47
	150.26	12.23	9.75	2.74	0.01	-0.01	0.47
	150.27	12.23	9.75	2.74	0.01	-0.01	0.47
	150.28	12.23	9.75	2.74	0.01	-0.01	0.47
	150.29	12.23	9.75	2.74	0.01	-0.01	0.47
	150.3	12.23	9.75	2.74	0.01	-0.02	0.47
	150.31	12.23	9.75	2.74	0.02	-0.02	0.47
	150.32	12.23	9.75	2.74	0.02	-0.02	0
	150.33	12.23	9.75	2.74	0.01	-0.02	0
	150.34	12.23	9.76	2.74	0.01	-0.01	0
	150.35	12.23	9.76	2.74	0.01	-0.01	0
	150.36	12.23	9.76	2.74	0.01	-0.01	0
	150.37	12.23	9.76	2.74	0.01	-0.01	0
	150.38	12.23	9.76	2.74	0.01	-0.01	0.47
	150.39	12.23	9.76	2.74	0.01	-0.01	0.47
	150.4	12.22	9.76	2.74	0	0	0.47
	150.41	12.22	9.76	2.74	0	0	0.47
	150.42	12.22	9.76	2.74	0	0.01	0.47
	150.43	12.22	9.76	2.74	0	0.01	0.47
	150.44	12.22	9.76	2.74	0	0	0.47
	150.45	12.23	9.76	2.74	0	0	0.47
	150.46	12.23	9.76	2.74	0	-0.01	0.47
	150.47	12.23	9.76	2.74	0	0	0.47
	150.48	12.23	9.76	2.74	0	0	0.47
	150.49	12.22	9.76	2.74	0	0	0.47
	150.5	12.23	9.76	2.74	0	0	0.47
	150.51	12.23	9.76	2.74	0	0	0.47
	150.52	12.23	9.76	2.74	0.01	-0.01	0.47
	150.53	12.23	9.75	2.74	0.01	-0.01	0.47
	150.54	12.23	9.75	2.74	0.01	-0.01	0.47
	150.55	12.23	9.75	2.74	0.01	-0.01	0
	150.56	12.23	9.75	2.74	0.01	0	0
	150.57	12.23	9.75	2.74	0	0	0
	150.58	12.23	9.76	2.74	0	0	0
	150.59	12.23	9.76	2.74	0	0	0
	150.6	12.23	9.76	2.74	0	0	0
	150.61	12.23	9.75	2.74	0	0	0
	150.62	12.23	9.76	2.74	0	0	0
	150.63	12.23	9.76	2.74	0	0	0
	150.64	12.22	9.76	2.74	0	0.01	0
	150.65	12.22	9.77	2.74	-0.01	0.01	0
	150.66	12.22	9.77	2.74	-0.01	0.01	0
	150.67	12.22	9.76	2.74	-0.01	0.01	0
	150.68	12.22	9.76	2.74	-0.01	0	0
	150.69	12.23	9.76	2.74	-0.01	0.01	0.41
	150.7	12.23	9.76	2.74	-0.01	0.01	0.41
	150.71	12.23	9.76	2.74	-0.01	0.01	0.41
	150.72	12.23	9.76	2.74	-0.01	0.01	0.41
	150.73	12.23	9.76	2.74	-0.01	0.01	0.41
	150.74	12.23	9.76	2.74	-0.01	0.01	0.41
	150.75	12.23	9.76	2.74	-0.01	0.01	0.41
	150.76	12.23	9.76	2.74	0	0	0.41
	150.77	12.23	9.76	2.74	0	0	0.41
	150.78	12.23	9.75	2.74	0	0	0.41
	150.79	12.23	9.76	2.74	0	0	0.88
	150.8	12.23	9.76	2.74	0	0	0.88
	150.81	12.23	9.76	2.74	0.01	-0.01	0.88
	150.82	12.23	9.76	2.74	0.01	-0.01	0.88
	150.83	12.23	9.75	2.74	0.01	-0.01	0.88
	150.84	12.23	9.75	2.74	0.01	-0.01	0.88
	150.85	12.23	9.75	2.74	0.01	-0.01	0.88
	150.86	12.23	9.75	2.74	0.01	-0.01	0.47
	150.87	12.23	9.76	2.74	0.01	0	0.47
	150.88	12.23	9.76	2.74	0.01	-0.01	0.47
	150.89	12.23	9.76	2.74	0.01	-0.01	0.47
	150.9	12.23	9.75	2.74	0.01	-0.02	0.47
	150.91	12.23	9.75	2.74	0.01	-0.02	0.47
	150.92	12.23	9.75	2.74	0.01	-0.01	0.47
	150.93	12.23	9.75	2.74	0.01	-0.01	0.47
	150.94	12.23	9.75	2.74	0.01	-0.01	0.47
	150.95	12.23	9.75	2.74	0.01	-0.01	0.47
	150.96	12.23	9.75	2.74	0.01	-0.01	0
	150.97	12.23	9.75	2.74	0.01	-0.01	0
	150.98	12.23	9.75	2.74	0.01	-0.02	0
	150.99	12.23	9.75	2.74	0.01	-0.01	0
	151	12.23	9.75	2.74	0.01	-0.01	0
	151.01	12.23	9.76	2.74	0.01	0	0
	151.02	12.23	9.76	2.74	0.01	0	0
	151.03	12.23	9.76	2.74	0	0	0
	151.04	12.23	9.76	2.74	0	0	0
	151.05	12.23	9.76	2.74	0	0	0
	151.06	12.22	9.76	2.74	0	0	0
	151.07	12.22	9.76	2.74	0	0	0
	151.08	12.22	9.76	2.74	0	0.01	0
	151.09	12.22	9.76	2.74	0	0.01	0
	151.1	12.22	9.76	2.74	0	0	0
	151.11	12.23	9.76	2.74	0	0	0
	151.12	12.23	9.76	2.74	0	0	0
	151.13	12.23	9.76	2.74	0	-0.01	0
	151.14	12.23	9.76	2.74	0	-0.01	0
	151.15	12.23	9.76	2.74	0	0	0
	151.16	12.23	9.76	2.74	0	0	0
	151.17	12.22	9.76	2.74	0	0	0
	151.18	12.22	9.76	2.74	0	0	0
	151.19	12.22	9.76	2.74	0	0	0
	151.2	12.22	9.76	2.74	0	0	0
	151.21	12.22	9.76	2.74	0	0	0
	151.22	12.22	9.76	2.74	-0.01	0.01	0
	151.23	12.22	9.76	2.74	-0.01	0.01	0
	151.24	12.22	9.77	2.74	-0.01	0.01	0
	151.25	12.22	9.77	2.74	-0.01	0.02	0
	151.26	12.22	9.77	2.74	-0.01	0.01	0
	151.27	12.22	9.77	2.74	-0.01	0.01	0
	151.28	12.22	9.76	2.74	-0.01	0.01	0
	151.29	12.22	9.76	2.74	-0.01	0.01	0
	151.3	12.23	9.76	2.74	-0.01	0.01	0
	151.31	12.23	9.76	2.74	-0.01	0.01	0
	151.32	12.22	9.76	2.74	-0.01	0.01	0
	151.33	12.22	9.76	2.74	-0.01	0.01	0
	151.34	12.22	9.77	2.74	-0.01	0.01	0
	151.35	12.22	9.76	2.74	-0.01	0	0
	151.36	12.22	9.76	2.74	-0.01	0	0
	151.37	12.22	9.76	2.74	-0.01	0.01	0
	151.38	12.22	9.76	2.74	0	0.01	0
	151.39	12.22	9.77	2.74	0	0.01	0
	151.4	12.22	9.77	2.74	0	0.01	0
	151.41	12.22	9.77	2.74	0	0	0
	151.42	12.22	9.77	2.74	0	0	0
	151.43	12.22	9.76	2.74	0	0	0
	151.44	12.22	9.76	2.74	0	0	0
	151.45	12.22	9.76	2.74	0	0	0
	151.46	12.23	9.76	2.74	0	0	0
	151.47	12.23	9.76	2.74	0	0	0
	151.48	12.23	9.76	2.74	0	-0.01	0
	151.49	12.23	9.76	2.74	0	-0.01	0
	151.5	12.23	9.75	2.74	0	-0.01	0
	151.51	12.23	9.75	2.74	0	-0.01	0
	151.52	12.23	9.75	2.74	0	0	0
	151.53	12.24	9.75	2.74	0	0	0
	151.54	12.24	9.75	2.74	0	0	0
	151.55	12.24	9.75	2.74	0	0	0
	151.56	12.24	9.75	2.74	0	0	0
	151.57	12.23	9.75	2.74	0	0	0
	151.58	12.23	9.75	2.74	0	-0.01	0
	151.59	12.23	9.75	2.74	0	-0.01	0
	151.6	12.23	9.75	2.74	0	0	0
	151.61	12.23	9.76	2.74	0	0	0
	151.62	12.23	9.76	2.74	0	0	0
	151.63	12.23	9.76	2.74	0	0	0
	151.64	12.23	9.76	2.74	0	0	0
	151.65	12.22	9.76	2.74	0	-0.01	0
	151.66	12.22	9.76	2.74	0	0	0
	151.67	12.22	9.76	2.74	0	0	0
	151.68	12.22	9.76	2.74	0	0	0
	151.69	12.23	9.76	2.74	0	0.01	0
	151.7	12.23	9.76	2.74	0	0	0
	151.71	12.23	9.76	2.74	0	0	0
	151.72	12.23	9.76	2.74	0	0	0
	151.73	12.23	9.76	2.74	0	-0.01	0
	151.74	12.23	9.75	2.74	0	-0.01	0
	151.75	12.23	9.75	2.74	0	0	0
	151.76	12.23	9.76	2.74	0	0	0
	151.77	12.23	9.76	2.74	0	0	0
	151.78	12.23	9.76	2.74	0	0	0
	151.79	12.23	9.76	2.74	0	0	0
	151.8	12.23	9.75	2.74	0	0	0
	151.81	12.23	9.75	2.74	0	0	0
	151.82	12.23	9.75	2.74	0	0	0
	151.83	12.23	9.75	2.74	0	0	0
	151.84	12.23	9.76	2.74	0	0	0
	151.85	12.23	9.76	2.74	0	0	0
	151.86	12.23	9.76	2.74	0	0	0
	151.87	12.23	9.76	2.74	0	0	0
	151.88	12.23	9.75	2.74	0	-0.01	0
	151.89	12.23	9.75	2.74	0	0	0
	151.9	12.23	9.75	2.74	0	0	0
	151.91	12.23	9.75	2.74	0	0	0
	151.92	12.23	9.76	2.74	0	0.01	0
	151.93	12.23	9.76	2.74	0	0.01	0
	151.94	12.23	9.76	2.74	-0.01	0.01	0
	151.95	12.22	9.76	2.74	-0.01	0	0
	151.96	12.22	9.76	2.74	-0.01	0	0
	151.97	12.22	9.76	2.74	-0.01	0.01	0
	151.98	12.22	9.76	2.74	-0.01	0.01	0
	151.99	12.22	9.76	2.74	-0.01	0.01	0
	152	12.22	9.76	2.74	-0.01	0.01	0
	152.01	12.22	9.76	2.74	0	0	0
	152.02	12.22	9.76	2.74	0	0	0
	152.03	12.23	9.76	2.74	0	0	0
	152.04	12.23	9.75	2.74	0	0	0
	152.05	12.23	9.75	2.74	0.01	-0.01	0
	152.06	12.23	9.75	2.74	0.01	0	0
	152.07	12.23	9.75	2.74	0.01	-0.01	0
	152.08	12.23	9.75	2.74	0.01	-0.01	0.47
	152.09	12.23	9.75	2.74	0.01	-0.01	0.47
	152.1	12.23	9.75	2.74	0.01	-0.01	0.47
	152.11	12.23	9.75	2.74	0.01	-0.01	0.47
	152.12	12.23	9.75	2.74	0	0	0.47
	152.13	12.23	9.75	2.74	0	0	0.88
	152.14	12.23	9.76	2.74	0	0	0.88
	152.15	12.23	9.76	2.74	0	0	0.88
	152.16	12.23	9.76	2.74	0	0	0.88
	152.17	12.22	9.76	2.74	0	0	0.88
	152.18	12.22	9.76	2.74	0	0	0.88
	152.19	12.22	9.76	2.74	0	0	0.88
	152.2	12.22	9.76	2.74	0	0	0.88
	152.21	12.22	9.77	2.74	0	0.01	0.88
	152.22	12.22	9.77	2.74	0	0.01	0.88
	152.23	12.22	9.77	2.74	0	0	0.88
	152.24	12.22	9.77	2.74	0	0	0.88
	152.25	12.22	9.76	2.74	0	0	0.41
	152.26	12.22	9.77	2.74	0	0	0.88
	152.27	12.22	9.77	2.74	-0.01	0.01	0.88
	152.28	12.22	9.77	2.74	-0.01	0.01	0.88
	152.29	12.22	9.77	2.74	-0.01	0.01	0.88
	152.3	12.22	9.77	2.74	-0.01	0.01	0.47
	152.31	12.22	9.76	2.74	0	0	0.47
	152.32	12.22	9.76	2.74	0	0	0.47
	152.33	12.22	9.76	2.74	0	-0.01	0.47
	152.34	12.22	9.76	2.74	0	0	0.47
	152.35	12.22	9.76	2.74	0	0	0.47
	152.36	12.22	9.76	2.74	0	0	0.47
	152.37	12.23	9.76	2.74	0	0	0.47
	152.38	12.23	9.76	2.74	0.01	-0.01	0.47
	152.39	12.23	9.76	2.74	0.01	-0.01	0.47
	152.4	12.23	9.76	2.74	0.01	-0.01	0.47
	152.41	12.23	9.76	2.74	0.01	-0.01	0.47
	152.42	12.23	9.76	2.74	0	0	0.47
	152.43	12.23	9.76	2.74	0	0	0
	152.44	12.23	9.76	2.74	0	0	0
	152.45	12.23	9.76	2.74	0	0	0
	152.46	12.23	9.76	2.74	0	0	0
	152.47	12.23	9.76	2.74	0	0	0
	152.48	12.23	9.75	2.74	0	0	0
	152.49	12.23	9.75	2.74	0	0	0
	152.5	12.23	9.75	2.74	0	0	0
	152.51	12.23	9.76	2.74	0	0.01	0
	152.52	12.23	9.75	2.74	0	0.01	0
	152.53	12.23	9.75	2.74	0	0.01	0
	152.54	12.23	9.76	2.74	-0.01	0.01	0
	152.55	12.23	9.75	2.74	-0.01	0	0
	152.56	12.23	9.76	2.74	-0.01	0	0
