x,T,,,
4.03E-01,1.14E-04,,,
4.04E-01,1.12E-04,,,
4.05E-01,1.09E-04,,,
4.06E-01,1.07E-04,,,
4.07E-01,1.05E-04,,,
4.08E-01,1.03E-04,,,
4.09E-01,1.00E-04,,,
4.10E-01,9.83E-05,,,
4.11E-01,9.63E-05,,,
4.12E-01,9.42E-05,,,
4.13E-01,9.23E-05,,,
4.14E-01,9.03E-05,,,
4.15E-01,8.84E-05,,,
4.16E-01,8.65E-05,,,
4.17E-01,8.47E-05,,,
4.18E-01,8.28E-05,,,
4.19E-01,8.11E-05,,,
4.20E-01,7.93E-05,,,
4.21E-01,7.76E-05,,,
4.22E-01,7.59E-05,,,
4.23E-01,7.43E-05,,,
4.24E-01,7.27E-05,,,
4.25E-01,7.11E-05,,,
4.26E-01,6.95E-05,,,
4.27E-01,6.80E-05,,,
4.28E-01,6.65E-05,,,
4.29E-01,6.50E-05,,,
4.30E-01,6.36E-05,,,
4.31E-01,6.22E-05,,,
4.32E-01,6.08E-05,,,
4.33E-01,5.94E-05,,,
4.34E-01,5.81E-05,,,
4.35E-01,5.68E-05,,,
4.36E-01,5.55E-05,,,
4.37E-01,5.43E-05,,,
4.38E-01,5.30E-05,,,
4.39E-01,5.18E-05,,,
4.40E-01,5.07E-05,,,
4.41E-01,4.95E-05,,,
4.42E-01,4.84E-05,,,
4.43E-01,4.73E-05,,,
4.44E-01,4.62E-05,,,
4.45E-01,4.51E-05,,,
4.46E-01,4.41E-05,,,
4.47E-01,4.30E-05,,,
4.48E-01,4.20E-05,,,
4.49E-01,4.11E-05,,,
4.50E-01,4.01E-05,,,
4.51E-01,3.92E-05,,,
4.52E-01,3.82E-05,,,
4.53E-01,3.73E-05,,,
4.54E-01,3.65E-05,,,
4.55E-01,3.56E-05,,,
4.56E-01,3.47E-05,,,
4.57E-01,3.39E-05,,,
4.58E-01,3.31E-05,,,
4.59E-01,3.23E-05,,,
4.60E-01,3.15E-05,,,
4.61E-01,3.08E-05,,,
4.62E-01,3.00E-05,,,
4.63E-01,2.93E-05,,,
4.64E-01,2.86E-05,,,
4.65E-01,2.79E-05,,,
4.66E-01,2.72E-05,,,
4.67E-01,2.66E-05,,,
4.68E-01,2.59E-05,,,
4.69E-01,2.53E-05,,,
4.70E-01,2.47E-05,,,
4.71E-01,2.41E-05,,,
4.72E-01,2.35E-05,,,
4.73E-01,2.29E-05,,,
4.74E-01,2.23E-05,,,
4.75E-01,2.18E-05,,,
4.76E-01,2.12E-05,,,
4.77E-01,2.07E-05,,,
4.78E-01,2.02E-05,,,
4.79E-01,1.97E-05,,,
4.80E-01,1.92E-05,,,
4.81E-01,1.87E-05,,,
4.82E-01,1.82E-05,,,
4.83E-01,1.77E-05,,,
4.84E-01,1.73E-05,,,
4.85E-01,1.68E-05,,,
4.86E-01,1.64E-05,,,
4.87E-01,1.60E-05,,,
4.88E-01,1.56E-05,,,
4.89E-01,1.52E-05,,,
4.90E-01,1.48E-05,,,
4.91E-01,1.44E-05,,,
4.92E-01,1.40E-05,,,
4.93E-01,1.37E-05,,,
4.94E-01,1.33E-05,,,
4.95E-01,1.30E-05,,,
4.96E-01,1.26E-05,,,
4.97E-01,1.23E-05,,,
4.98E-01,1.20E-05,,,
4.99E-01,1.17E-05,,,
5.00E-01,1.14E-05,,,
5.01E-01,1.11E-05,,,
5.02E-01,1.08E-05,,,
5.03E-01,1.05E-05,,,
5.04E-01,1.02E-05,,,
5.05E-01,9.92E-06,,,
5.06E-01,9.66E-06,,,
5.07E-01,9.40E-06,,,
5.08E-01,9.15E-06,,,
5.09E-01,8.90E-06,,,
5.10E-01,8.66E-06,,,
5.11E-01,8.42E-06,,,
5.12E-01,8.20E-06,,,
5.13E-01,7.97E-06,,,
5.14E-01,7.76E-06,,,
5.15E-01,7.54E-06,,,
5.16E-01,7.34E-06,,,
5.17E-01,7.14E-06,,,
5.18E-01,6.94E-06,,,
5.19E-01,6.75E-06,,,
5.20E-01,6.56E-06,,,
5.21E-01,6.38E-06,,,
5.22E-01,6.21E-06,,,
5.23E-01,6.03E-06,,,
5.24E-01,5.87E-06,,,
5.25E-01,5.70E-06,,,
5.26E-01,5.54E-06,,,
5.27E-01,5.39E-06,,,
5.28E-01,5.24E-06,,,
5.29E-01,5.09E-06,,,
5.30E-01,4.94E-06,,,
5.31E-01,4.81E-06,,,
5.32E-01,4.67E-06,,,
5.33E-01,4.54E-06,,,
5.34E-01,4.41E-06,,,
5.35E-01,4.28E-06,,,
5.36E-01,4.16E-06,,,
5.37E-01,4.04E-06,,,
5.38E-01,3.93E-06,,,
5.39E-01,3.81E-06,,,
5.40E-01,3.70E-06,,,
5.41E-01,3.60E-06,,,
5.42E-01,3.49E-06,,,
5.43E-01,3.39E-06,,,
5.44E-01,3.29E-06,,,
5.45E-01,3.20E-06,,,
5.46E-01,3.10E-06,,,
5.47E-01,3.01E-06,,,
5.48E-01,2.92E-06,,,
5.49E-01,2.84E-06,,,
5.50E-01,2.76E-06,,,
5.51E-01,2.67E-06,,,
5.52E-01,2.60E-06,,,
5.53E-01,2.52E-06,,,
5.54E-01,2.44E-06,,,
5.55E-01,2.37E-06,,,
5.56E-01,2.30E-06,,,
5.57E-01,2.23E-06,,,
5.58E-01,2.17E-06,,,
5.59E-01,2.10E-06,,,
5.60E-01,2.04E-06,,,
5.61E-01,1.98E-06,,,
5.62E-01,1.92E-06,,,
5.63E-01,1.86E-06,,,
5.64E-01,1.80E-06,,,
5.65E-01,1.75E-06,,,
5.66E-01,1.70E-06,,,
5.67E-01,1.64E-06,,,
5.68E-01,1.59E-06,,,
5.69E-01,1.55E-06,,,
5.70E-01,1.50E-06,,,
5.71E-01,1.45E-06,,,
5.72E-01,1.41E-06,,,
5.73E-01,1.37E-06,,,
5.74E-01,1.32E-06,,,
5.75E-01,1.28E-06,,,
5.76E-01,1.24E-06,,,
5.77E-01,1.20E-06,,,
5.78E-01,1.17E-06,,,
5.79E-01,1.13E-06,,,
5.80E-01,1.10E-06,,,
5.81E-01,1.06E-06,,,
5.82E-01,1.03E-06,,,
5.83E-01,9.96E-07,,,
5.84E-01,9.65E-07,,,
5.85E-01,9.34E-07,,,
5.86E-01,9.05E-07,,,
5.87E-01,8.76E-07,,,
5.88E-01,8.49E-07,,,
5.89E-01,8.22E-07,,,
5.90E-01,7.96E-07,,,
5.91E-01,7.70E-07,,,
5.92E-01,7.46E-07,,,
5.93E-01,7.22E-07,,,
5.94E-01,6.99E-07,,,
5.95E-01,6.77E-07,,,
5.96E-01,6.55E-07,,,
5.97E-01,6.34E-07,,,
5.98E-01,6.13E-07,,,
5.99E-01,5.94E-07,,,
6.00E-01,5.74E-07,,,
6.01E-01,5.56E-07,,,
6.02E-01,5.38E-07,,,
6.03E-01,5.20E-07,,,
6.04E-01,5.03E-07,,,
6.05E-01,4.87E-07,,,
6.06E-01,4.71E-07,,,
6.07E-01,4.56E-07,,,
6.08E-01,4.41E-07,,,
6.09E-01,4.26E-07,,,
6.10E-01,4.12E-07,,,
6.11E-01,3.99E-07,,,
6.12E-01,3.85E-07,,,
6.13E-01,3.73E-07,,,
6.14E-01,3.60E-07,,,
6.15E-01,3.48E-07,,,
6.16E-01,3.37E-07,,,
6.17E-01,3.26E-07,,,
6.18E-01,3.15E-07,,,
6.19E-01,3.04E-07,,,
6.20E-01,2.94E-07,,,
6.21E-01,2.84E-07,,,
6.22E-01,2.75E-07,,,
6.23E-01,2.65E-07,,,
6.24E-01,2.56E-07,,,
6.25E-01,2.48E-07,,,
6.26E-01,2.39E-07,,,
6.27E-01,2.31E-07,,,
6.28E-01,2.23E-07,,,
6.29E-01,2.16E-07,,,
6.30E-01,2.09E-07,,,
6.31E-01,2.01E-07,,,
6.32E-01,1.95E-07,,,
6.33E-01,1.88E-07,,,
6.34E-01,1.81E-07,,,
6.35E-01,1.75E-07,,,
6.36E-01,1.69E-07,,,
6.37E-01,1.63E-07,,,
6.38E-01,1.58E-07,,,
6.39E-01,1.52E-07,,,
6.40E-01,1.47E-07,,,
6.41E-01,1.42E-07,,,
6.42E-01,1.37E-07,,,
6.43E-01,1.32E-07,,,
6.44E-01,1.28E-07,,,
6.45E-01,1.23E-07,,,
6.46E-01,1.19E-07,,,
6.47E-01,1.15E-07,,,
6.48E-01,1.11E-07,,,
6.49E-01,1.07E-07,,,
6.50E-01,1.03E-07,,,
6.51E-01,9.93E-08,,,
6.52E-01,9.58E-08,,,
6.53E-01,9.24E-08,,,
6.54E-01,8.91E-08,,,
6.55E-01,8.60E-08,,,
6.56E-01,8.29E-08,,,
6.57E-01,8.00E-08,,,
6.58E-01,7.71E-08,,,
6.59E-01,7.44E-08,,,
6.60E-01,7.17E-08,,,
6.61E-01,6.91E-08,,,
6.62E-01,6.66E-08,,,
6.63E-01,6.42E-08,,,
6.64E-01,6.19E-08,,,
6.65E-01,5.97E-08,,,
6.66E-01,5.75E-08,,,
6.67E-01,5.55E-08,,,
6.68E-01,5.34E-08,,,
6.69E-01,5.15E-08,,,
6.70E-01,4.96E-08,,,
6.71E-01,4.78E-08,,,
6.72E-01,4.61E-08,,,
6.73E-01,4.44E-08,,,
6.74E-01,4.28E-08,,,
6.75E-01,4.12E-08,,,
6.76E-01,3.97E-08,,,
6.77E-01,3.82E-08,,,
6.78E-01,3.68E-08,,,
6.79E-01,3.55E-08,,,
6.80E-01,3.42E-08,,,
6.81E-01,3.29E-08,,,
6.82E-01,3.17E-08,,,
6.83E-01,3.05E-08,,,
6.84E-01,2.94E-08,,,
6.85E-01,2.83E-08,,,
6.86E-01,2.72E-08,,,
6.87E-01,2.62E-08,,,
6.88E-01,2.52E-08,,,
6.89E-01,2.43E-08,,,
6.90E-01,2.34E-08,,,
6.91E-01,2.25E-08,,,
6.92E-01,2.16E-08,,,
6.93E-01,2.08E-08,,,
6.94E-01,2.00E-08,,,
6.95E-01,1.93E-08,,,
6.96E-01,1.85E-08,,,
6.97E-01,1.78E-08,,,
6.98E-01,1.72E-08,,,
6.99E-01,1.65E-08,,,
7.00E-01,1.59E-08,,,
7.01E-01,1.53E-08,,,
7.02E-01,1.47E-08,,,
7.03E-01,1.41E-08,,,
7.04E-01,1.36E-08,,,
7.05E-01,1.31E-08,,,
7.06E-01,1.26E-08,,,
7.07E-01,1.21E-08,,,
7.08E-01,1.16E-08,,,
7.09E-01,1.12E-08,,,
7.10E-01,1.07E-08,,,
7.11E-01,1.03E-08,,,
7.12E-01,9.92E-09,,,
7.13E-01,9.53E-09,,,
7.14E-01,9.16E-09,,,
7.15E-01,8.81E-09,,,
7.16E-01,8.46E-09,,,
7.17E-01,8.13E-09,,,
7.18E-01,7.81E-09,,,
7.19E-01,7.51E-09,,,
7.20E-01,7.21E-09,,,
7.21E-01,6.93E-09,,,
7.22E-01,6.66E-09,,,
7.23E-01,6.39E-09,,,
7.24E-01,6.14E-09,,,
7.25E-01,5.90E-09,,,
7.26E-01,5.67E-09,,,
7.27E-01,5.44E-09,,,
7.28E-01,5.23E-09,,,
7.29E-01,5.02E-09,,,
7.30E-01,4.82E-09,,,
7.31E-01,4.63E-09,,,
7.32E-01,4.44E-09,,,
7.33E-01,4.26E-09,,,
7.34E-01,4.09E-09,,,
7.35E-01,3.93E-09,,,
7.36E-01,3.77E-09,,,
7.37E-01,3.62E-09,,,
7.38E-01,3.47E-09,,,
7.39E-01,3.33E-09,,,
7.40E-01,3.20E-09,,,
7.41E-01,3.07E-09,,,
7.42E-01,2.95E-09,,,
7.43E-01,2.83E-09,,,
7.44E-01,2.71E-09,,,
7.45E-01,2.60E-09,,,
7.46E-01,2.49E-09,,,
7.47E-01,2.39E-09,,,
7.48E-01,2.30E-09,,,
7.49E-01,2.20E-09,,,
7.50E-01,2.11E-09,,,
7.51E-01,2.02E-09,,,
7.52E-01,1.94E-09,,,
7.53E-01,1.86E-09,,,
7.54E-01,1.78E-09,,,
7.55E-01,1.71E-09,,,
7.56E-01,1.64E-09,,,
7.57E-01,1.57E-09,,,
7.58E-01,1.51E-09,,,
7.59E-01,1.45E-09,,,
7.60E-01,1.39E-09,,,
7.61E-01,1.33E-09,,,
7.62E-01,1.27E-09,,,
7.63E-01,1.22E-09,,,
7.64E-01,1.17E-09,,,
7.65E-01,1.12E-09,,,
7.66E-01,1.07E-09,,,
7.67E-01,1.03E-09,,,
7.68E-01,9.84E-10,,,
7.69E-01,9.43E-10,,,
7.70E-01,9.03E-10,,,
7.71E-01,8.65E-10,,,
7.72E-01,8.29E-10,,,
7.73E-01,7.94E-10,,,
7.74E-01,7.60E-10,,,
7.75E-01,7.28E-10,,,
7.76E-01,6.97E-10,,,
7.77E-01,6.67E-10,,,
7.78E-01,6.39E-10,,,
7.79E-01,6.12E-10,,,
7.80E-01,5.86E-10,,,
7.81E-01,5.61E-10,,,
7.82E-01,5.37E-10,,,
7.83E-01,5.14E-10,,,
7.84E-01,4.92E-10,,,
7.85E-01,4.71E-10,,,
7.86E-01,4.50E-10,,,
7.87E-01,4.31E-10,,,
7.88E-01,4.12E-10,,,
7.89E-01,3.95E-10,,,
7.90E-01,3.78E-10,,,
7.91E-01,3.61E-10,,,
7.92E-01,3.46E-10,,,
7.93E-01,3.31E-10,,,
7.94E-01,3.16E-10,,,
7.95E-01,3.02E-10,,,
7.96E-01,2.89E-10,,,
7.97E-01,2.77E-10,,,
7.98E-01,2.65E-10,,,
7.99E-01,2.53E-10,,,
8.00E-01,2.42E-10,,,
8.01E-01,2.31E-10,,,
8.02E-01,2.21E-10,,,
8.03E-01,2.11E-10,,,
8.04E-01,2.02E-10,,,
8.05E-01,1.93E-10,,,
8.06E-01,1.85E-10,,,
8.07E-01,1.76E-10,,,
8.08E-01,1.69E-10,,,
8.09E-01,1.61E-10,,,
8.10E-01,1.54E-10,,,
8.11E-01,1.47E-10,,,
8.12E-01,1.41E-10,,,
8.13E-01,1.34E-10,,,
8.14E-01,1.28E-10,,,
8.15E-01,1.23E-10,,,
8.16E-01,1.17E-10,,,
8.17E-01,1.12E-10,,,
8.18E-01,1.07E-10,,,
8.19E-01,1.02E-10,,,
8.20E-01,9.75E-11,,,
8.21E-01,9.32E-11,,,
